ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
100059,1,1,0,0,0,0,0,0,0,0,0,0
100059,2,1,0,0,0,0,0,0,0,0,0,0
100060,1,1,0,0,0,0,0,0,0,0,0,0
100060,2,1,0,0,0,0,0,0,0,0,0,0
100061,1,1,9,9,9,9,9,9,9,9,9,9
100062,0,1,19,19,19,19,19,19,19,19,19,19
100062,1,1,0,0,0,0,0,0,0,0,0,14
100063,1,1,12,12,12,12,12,12,12,12,12,12
100064,1,1,0,0,0,7,0,0,0,0,27,19
100065,0,1,18,22,0,0,0,0,17,0,0,0
100065,1,1,0,0,0,14,0,15,12,0,0,9
100066,1,1,0,0,0,0,0,0,0,0,0,0
100066,2,1,0,0,0,0,0,0,0,0,0,0
100067,0,1,0,0,0,0,0,0,0,0,0,0
100067,1,1,0,0,0,0,0,0,0,0,0,0
100068,0,1,0,0,0,0,0,0,0,0,0,0
100068,1,1,0,0,9,27,0,0,0,16,0,13
100069,1,1,0,0,0,0,0,0,0,22,0,0
100069,2,1,0,0,0,0,0,0,0,0,0,0
100070,1,1,10,10,10,10,10,10,10,10,10,10
100071,1,1,0,0,0,0,0,0,0,0,0,0
100071,2,1,0,0,0,0,0,0,0,0,0,0
100072,1,1,26,26,26,26,26,26,26,26,26,26
100073,1,1,0,0,0,0,0,0,0,0,0,0
100073,2,1,0,0,0,0,0,0,0,0,0,0
100074,1,1,4,4,4,4,4,4,4,4,4,4
100074,2,1,0,11,20,0,8,22,11,23,20,15
100075,1,1,0,0,0,0,0,0,0,0,0,0
100075,2,1,0,0,0,0,0,0,0,0,0,0
100076,0,1,0,0,0,0,0,0,0,0,0,0
100076,1,1,0,0,0,0,0,0,0,0,0,0
100077,1,1,12,12,12,12,12,12,12,12,12,12
100078,1,1,0,0,0,0,0,0,0,0,0,4
100079,2,1,0,0,0,0,0,0,0,0,0,0
100079,3,1,0,0,0,0,0,0,0,0,0,0
100079,4,1,0,0,0,0,0,0,0,0,0,0
100079,5,1,0,0,0,0,0,0,0,0,0,0
100079,6,1,0,0,0,0,0,0,0,0,0,0
100080,0,1,0,0,0,0,0,0,0,0,0,0
100080,1,1,0,0,0,0,54,0,0,0,0,0
100081,0,1,0,0,0,0,0,0,0,0,0,0
100081,1,1,0,0,0,0,0,31,0,26,0,0
100082,1,1,0,0,11,13,0,0,0,21,11,0
100082,2,1,5,5,5,5,5,5,5,5,5,5
100083,1,1,0,0,0,0,0,0,0,0,0,0
100083,2,1,0,0,13,0,0,0,0,0,0,0
100083,3,1,0,0,0,0,0,0,0,0,0,0
100084,2,1,4,4,4,4,4,4,4,4,4,4
100085,0,1,38,38,38,38,38,38,38,38,38,38
100085,1,1,0,0,0,0,0,20,0,19,16,29
100086,0,1,16,16,16,16,16,16,16,16,16,16
100086,1,1,9,11,0,11,0,0,0,13,0,0
100087,1,1,13,13,13,13,13,13,13,13,13,13
100088,1,1,0,0,23,0,0,0,0,0,0,0
100088,2,1,0,0,0,0,0,0,0,0,0,0
100089,0,1,18,31,2,21,35,18,20,10,3,7
100089,1,1,0,8,23,4,20,0,0,24,0,0
100090,0,1,0,0,0,0,0,0,0,0,0,0
100090,1,1,0,0,0,0,0,0,0,0,0,35
100091,1,1,0,0,0,0,0,0,0,0,0,0
100091,2,1,0,0,0,0,0,0,0,0,0,0
100092,1,1,0,0,0,0,0,0,0,0,0,0
100092,2,1,0,0,0,0,11,0,0,0,0,0
100093,1,1,10,10,10,10,10,10,10,10,10,10
100093,2,1,0,0,0,0,0,0,0,0,0,0
100094,0,1,0,0,0,0,0,0,0,0,0,0
100094,1,1,14,14,14,14,14,14,14,14,14,14
100095,1,1,0,0,0,0,0,0,0,0,0,0
100095,2,1,0,0,0,0,0,0,0,0,0,0
100096,0,1,0,24,0,0,46,26,24,0,0,0
100096,1,1,18,18,18,18,18,18,18,18,18,18
100097,1,1,0,0,0,0,0,0,0,0,0,0
100097,2,1,0,0,0,0,0,0,0,0,0,0
100098,1,1,0,0,0,0,0,0,0,0,0,0
100098,2,1,0,0,0,0,0,0,0,0,0,0
100099,1,1,0,0,0,0,0,0,0,0,0,0
100099,2,1,0,0,0,0,0,0,0,0,0,0
100100,1,1,0,0,0,0,0,0,0,0,0,0
100100,2,1,0,0,0,0,0,0,0,0,0,0
100101,1,1,0,21,8,0,0,0,0,8,20,0
100101,2,1,0,15,0,9,0,0,0,6,0,7
100102,0,1,16,16,16,16,16,16,16,16,16,16
100102,1,1,0,0,0,0,0,0,0,0,0,0
100103,0,1,0,0,0,0,0,0,0,0,0,0
100103,1,1,0,0,0,0,0,0,0,0,0,0
100104,1,1,14,14,14,14,14,14,14,14,14,14
100105,1,1,0,0,0,0,0,0,0,0,0,0
100105,2,1,0,0,0,0,30,0,0,0,0,0
100105,3,1,0,0,0,0,0,0,0,0,0,0
100106,1,1,0,0,0,15,0,0,0,0,22,17
100106,2,1,0,0,0,0,0,0,0,0,0,0
100107,1,1,12,12,12,12,12,12,12,12,12,12
100108,1,1,0,0,0,0,0,0,0,0,0,0
100109,1,1,26,26,26,26,26,26,26,26,26,26
100109,2,1,0,0,0,0,0,0,0,0,0,0
100110,1,1,0,0,0,0,0,0,0,0,0,0
100110,2,1,0,0,0,0,10,0,0,0,11,0
100111,1,1,0,0,0,0,0,0,0,0,5,0
100111,2,1,14,14,14,14,14,14,14,14,14,14
100112,1,1,0,0,0,0,0,0,0,0,11,0
100112,2,1,0,0,0,0,0,0,0,0,0,0
100113,1,1,0,0,0,0,0,0,0,0,0,0
100113,2,1,0,0,0,0,0,0,0,0,0,0
100114,1,1,24,24,24,24,24,24,24,24,24,24
100115,1,1,0,0,0,0,0,0,0,0,0,0
100116,0,1,28,28,28,28,28,28,28,28,28,28
100116,1,1,0,0,0,0,0,0,0,0,0,0
100117,0,1,32,32,32,32,32,32,32,32,32,32
100117,1,1,26,0,0,0,13,0,12,0,3,0
100118,0,1,0,0,0,0,0,0,0,0,0,0
100118,1,1,0,0,0,0,0,0,0,0,0,0
100119,0,1,14,14,14,14,14,14,14,14,14,14
100119,1,1,0,0,0,0,0,0,0,0,0,0
100120,0,1,0,0,0,0,0,0,0,0,0,0
100120,1,1,12,12,12,12,12,12,12,12,12,12
100121,0,1,17,7,19,27,11,30,22,8,14,17
100122,0,1,13,14,0,10,4,16,31,5,0,18
100122,1,1,0,0,0,0,0,0,0,0,0,0
110001,0,1,1,1,1,1,1,1,1,1,1,1
110001,1,1,0,0,0,0,0,0,0,0,0,0
110002,0,1,0,15,0,28,0,0,15,0,0,30
110002,0,2,27,0,0,0,17,0,0,19,0,0
110002,1,1,0,0,0,11,0,0,0,0,0,0
110002,2,1,4,2,0,0,0,15,0,0,10,0
110002,3,1,0,0,0,0,0,0,0,6,0,0
110003,1,1,1,1,1,1,1,1,1,1,1,1
110004,1,1,0,11,9,6,0,6,0,17,0,0
110005,0,1,0,0,0,0,0,0,0,0,0,0
110005,1,1,12,0,15,0,0,0,0,15,0,28
110006,0,1,0,0,0,0,0,0,0,0,10,0
110006,1,1,0,0,0,0,0,0,0,0,0,0
110007,1,1,0,0,0,0,0,4,15,24,0,0
110007,2,1,0,0,0,0,0,0,0,0,0,23
110008,0,1,23,0,0,20,21,0,0,10,13,0
110008,1,1,0,0,0,0,0,0,0,0,0,0
110009,0,1,19,0,14,0,13,30,13,0,0,28
110009,1,1,0,0,0,0,0,0,0,0,0,0
110010,1,1,11,11,11,11,11,11,11,11,11,11
110011,0,1,4,4,4,4,4,4,4,4,4,4
110011,1,1,13,13,13,13,13,13,13,13,13,13
110012,1,1,18,0,4,9,0,0,19,0,0,6
110012,2,1,0,16,13,0,7,11,0,20,0,17
110013,0,1,0,0,0,0,0,0,0,0,0,0
110013,1,1,0,0,0,22,25,0,0,0,0,0
110014,1,1,17,17,17,17,17,17,17,17,17,17
110015,0,1,0,0,0,0,0,0,0,0,0,0
110015,1,1,0,0,16,0,0,0,0,0,0,0
110016,0,1,0,0,0,0,0,0,0,0,5,0
110016,0,2,0,0,0,0,0,0,0,0,0,0
110016,0,3,13,0,25,18,0,0,0,0,0,19
110016,0,4,0,0,0,0,0,0,0,0,28,0
110016,1,1,0,36,0,0,0,0,0,0,0,0
110017,0,1,28,11,8,9,19,9,5,27,6,9
110017,1,1,0,7,0,0,11,0,0,6,0,23
110018,0,1,0,0,0,0,0,0,0,0,0,0
110018,1,1,0,0,0,0,0,0,0,0,0,0
110019,1,1,0,0,0,0,0,0,0,0,0,14
110019,2,1,0,0,0,0,0,0,0,0,0,0
110020,0,1,0,0,0,0,0,0,0,0,0,0
110020,1,1,0,0,0,0,0,0,0,0,0,0
110021,1,1,7,7,7,7,7,7,7,7,7,7
110021,2,1,0,0,0,0,0,0,11,0,0,0
110022,0,1,0,0,0,0,0,0,0,0,28,0
110022,1,1,0,0,0,9,0,0,0,0,0,0
110023,1,1,0,0,0,0,0,0,0,0,0,0
110023,2,1,0,0,0,0,0,0,0,0,0,5
120001,0,1,18,18,18,18,18,18,18,18,18,18
120001,1,1,0,0,0,0,0,0,0,0,0,0
120002,1,1,17,17,17,17,17,17,17,17,17,17
120003,1,1,22,22,22,22,22,22,22,22,22,22
120004,0,1,0,0,0,0,0,0,0,0,0,0
120004,0,2,0,0,0,0,0,0,0,0,0,0
120004,0,3,0,0,0,0,0,0,0,0,0,0
120004,0,4,0,0,0,0,0,0,0,0,0,0
120004,1,1,0,0,0,0,0,0,0,0,0,0
120005,1,1,14,14,14,14,14,14,14,14,14,14
120005,2,1,0,0,0,0,0,0,0,0,0,0
120006,0,1,22,0,0,23,0,11,0,0,0,8
120006,1,1,28,0,3,0,0,20,0,0,0,0
120007,1,1,0,12,0,0,0,0,0,0,0,0
120007,2,1,0,0,0,0,0,0,0,0,0,0
120008,0,1,35,35,35,35,35,35,35,35,35,35
120008,1,1,0,0,0,0,0,0,0,0,0,0
120009,1,1,0,0,0,0,0,0,0,0,0,0
120009,2,1,0,0,0,0,0,0,0,0,0,0
120010,1,1,7,7,7,7,7,7,7,7,7,7
120011,1,1,0,0,0,0,0,0,0,0,0,0
120014,0,1,0,0,0,0,0,0,0,0,0,0
120014,0,2,0,0,0,0,0,0,0,0,0,0
120014,1,1,0,0,0,0,0,0,0,0,0,0
120015,1,1,23,23,23,23,23,23,23,23,23,23
120016,1,1,0,0,22,0,0,0,0,0,0,0
120016,2,1,0,0,0,0,0,0,0,0,0,0
120016,3,1,0,0,0,0,0,0,0,5,0,0
120017,1,1,0,0,0,37,0,0,0,11,0,0
120017,2,1,0,0,0,0,0,0,0,0,0,0
120017,3,1,0,0,0,0,0,0,0,0,0,0
120018,0,1,33,33,33,33,33,33,33,33,33,33
120018,1,1,0,0,0,0,0,0,0,0,0,0
120019,1,1,0,0,0,0,0,0,0,0,0,0
120019,2,1,0,0,0,0,0,0,0,0,0,0
120021,0,1,15,15,15,15,15,15,15,15,15,15
120021,1,1,0,21,0,0,0,0,15,0,0,0
120022,1,1,0,0,0,0,0,0,0,0,0,0
120022,2,1,0,0,0,0,0,0,0,0,0,0
120023,1,1,0,0,0,0,0,0,0,7,0,0
120024,1,1,0,0,6,0,0,15,0,0,0,0
120024,2,1,0,0,0,0,0,0,0,0,0,0
120024,3,1,0,7,0,0,0,0,8,14,0,0
120024,4,1,0,0,0,0,0,0,10,0,0,0
120025,1,1,0,0,0,0,0,0,0,0,0,0
120026,1,1,0,0,10,11,0,0,0,0,0,0
120026,2,1,7,0,0,0,0,0,0,0,0,6
120027,0,1,28,28,28,28,28,28,28,28,28,28
120027,1,1,0,13,0,0,0,11,0,0,10,0
120028,1,1,0,0,0,0,0,0,0,0,0,0
120029,1,1,1,1,1,1,1,1,1,1,1,1
120030,0,1,0,0,0,0,0,0,0,0,0,0
120030,1,1,0,0,21,0,0,0,12,14,0,0
120031,0,1,36,36,36,36,36,36,36,36,36,36
120031,1,1,0,0,0,0,0,0,0,0,0,0
120031,2,1,0,0,2,0,0,0,0,0,0,9
120032,1,1,20,20,20,20,20,20,20,20,20,20
120032,2,1,0,0,0,0,0,0,0,0,0,0
120034,1,1,0,0,0,0,0,0,0,0,0,0
120034,2,1,0,0,0,0,0,0,0,0,0,0
120036,1,1,0,0,0,0,0,0,0,0,0,0
120036,2,1,0,0,0,0,0,0,0,0,0,9
120036,3,1,0,0,0,0,0,0,0,0,0,0
120036,4,1,0,0,0,0,0,0,0,0,0,0
120037,0,1,0,0,0,0,0,0,0,0,0,0
120037,1,1,0,0,0,0,0,0,0,0,0,0
120038,1,1,0,0,0,0,0,0,0,0,0,0
120038,2,1,0,0,0,0,0,2,0,0,0,0
120039,1,1,0,0,0,0,0,18,0,0,0,0
120039,2,1,0,0,0,0,0,0,0,0,0,0
120040,1,1,0,0,0,0,0,0,0,0,0,0
120040,2,1,0,0,0,0,0,0,0,0,0,0
120040,3,1,0,0,0,0,0,0,0,0,0,0
120041,0,1,39,39,39,39,39,39,39,39,39,39
120041,1,1,0,0,0,0,0,0,0,0,0,0
120042,1,1,0,0,0,0,0,0,0,0,0,0
120042,2,1,0,0,0,0,0,0,0,0,0,0
120043,1,1,0,0,0,0,0,0,0,0,0,0
120043,2,1,0,0,0,0,0,0,0,0,0,0
120044,1,1,0,0,0,0,0,0,0,0,0,0
120044,2,1,0,0,0,0,0,0,0,0,0,0
120045,1,1,0,0,0,0,0,0,0,0,0,0
120045,2,1,0,0,0,0,0,0,0,0,0,0
120046,1,1,19,19,19,19,19,19,19,19,19,19
120046,2,1,0,0,0,0,0,0,0,0,0,0
120047,0,1,0,0,0,19,0,16,0,0,0,10
120047,1,1,0,0,0,0,0,0,0,0,0,0
120047,2,1,0,0,0,0,0,0,0,0,0,0
120048,1,1,14,0,0,0,21,0,18,0,17,0
120048,2,1,0,0,0,0,0,24,0,0,0,0
120049,1,1,0,0,0,0,0,0,0,0,0,0
120049,2,1,0,0,0,0,0,0,0,0,0,0
120049,3,1,0,0,0,0,0,0,0,0,0,15
120050,0,1,25,0,0,0,0,0,0,0,29,0
120050,1,1,0,8,0,0,0,0,0,0,0,0
120051,0,1,0,0,0,0,0,0,0,0,0,0
120051,1,1,0,0,0,0,0,0,0,0,0,0
120052,1,1,0,0,0,0,0,0,0,0,0,0
120052,2,1,0,0,0,32,0,0,0,0,0,0
120052,3,1,0,0,0,0,0,0,0,0,0,0
120053,1,1,23,23,23,23,23,23,23,23,23,23
120054,1,1,0,0,0,0,0,0,0,0,0,0
120054,2,1,0,0,0,0,0,0,0,0,0,0
120055,1,1,18,18,18,18,18,18,18,18,18,18
120056,1,1,0,0,0,0,0,0,0,0,0,0
120057,1,1,0,0,0,0,0,0,0,0,0,0
120058,0,1,28,28,28,28,28,28,28,28,28,28
120058,1,1,0,15,0,0,0,0,0,29,0,0
120059,1,1,0,0,0,0,0,0,0,0,0,0
120059,2,1,0,0,0,0,0,0,0,0,0,0
120060,0,1,0,0,0,0,0,0,0,0,0,0
120060,1,1,0,0,0,0,0,0,13,0,0,0
120061,1,1,0,0,15,0,9,0,0,0,19,0
120061,2,1,0,0,0,0,0,0,0,0,0,0
120062,1,1,20,0,0,0,5,0,0,5,0,8
120063,1,1,0,0,0,0,0,0,0,0,0,0
120063,2,1,0,0,0,0,0,0,0,0,0,0
120064,0,1,25,25,25,25,25,25,25,25,25,25
120064,1,1,0,0,0,0,0,0,0,0,0,0
120065,1,1,0,0,0,0,0,0,0,0,0,0
120065,2,1,14,0,0,0,17,0,0,0,18,0
120066,1,1,0,0,0,0,0,0,0,0,0,0
120066,2,1,0,0,0,0,0,0,0,0,0,0
120067,0,1,0,0,0,0,0,0,0,22,15,0
120067,1,1,15,24,0,0,0,0,0,0,0,0
120068,1,1,19,19,19,19,19,19,19,19,19,19
120069,0,1,28,28,28,28,28,28,28,28,28,28
120069,1,1,0,0,0,0,0,0,0,0,0,0
120070,1,1,0,0,0,0,0,0,0,0,0,0
120070,2,1,1,1,1,1,1,1,1,1,1,1
120071,0,1,0,8,10,20,0,20,0,0,0,32
120071,1,1,0,0,0,0,0,0,0,0,0,0
120072,1,1,0,0,0,0,0,0,0,0,0,0
120072,2,1,0,0,0,0,0,0,0,0,0,0
120073,0,1,26,26,26,26,26,26,26,26,26,26
120073,1,1,0,14,0,0,0,0,0,0,0,0
120074,1,1,0,0,18,0,0,0,0,0,0,0
120074,2,1,15,0,0,0,0,0,0,0,0,0
120075,1,1,12,12,12,12,12,12,12,12,12,12
120075,2,1,0,0,0,0,0,0,0,0,0,0
120076,1,1,0,0,0,0,0,0,0,0,0,0
120076,2,1,0,0,0,0,0,0,0,0,0,0
120077,1,1,0,0,0,0,0,0,0,0,0,0
120077,2,1,0,0,0,0,0,0,0,0,0,0
120078,1,1,0,0,0,0,0,0,0,0,0,0
120078,2,1,0,0,0,0,0,0,0,0,0,0
120079,1,1,19,19,19,19,19,19,19,19,19,19
120080,0,1,0,0,0,0,0,0,9,0,0,0
120080,1,1,0,0,10,0,0,0,0,7,18,0
120081,1,1,0,16,0,0,9,0,0,0,0,0
120081,2,1,0,0,0,0,0,0,0,0,0,0
120082,1,1,0,0,0,0,5,0,19,0,0,0
120083,0,1,0,0,0,0,0,0,0,0,0,0
120083,1,1,14,0,11,10,0,15,0,7,13,0
120084,1,1,0,0,0,0,0,0,0,0,0,0
120084,2,1,0,0,0,0,0,0,0,0,0,0
120085,0,1,11,0,17,0,0,18,21,13,12,0
120085,1,1,0,19,0,0,0,20,0,0,0,10
120086,1,1,0,0,0,0,0,0,15,0,0,0
120086,2,1,5,0,5,33,25,0,0,0,15,0
120087,1,1,36,36,36,36,36,36,36,36,36,36
120087,2,1,0,0,0,0,0,0,0,0,0,0
120088,0,1,20,20,20,20,20,20,20,20,20,20
120088,1,1,0,0,0,0,0,0,0,0,0,0
120089,0,1,38,38,38,38,38,38,38,38,38,38
120089,1,1,0,0,0,0,3,0,26,0,0,0
120090,0,1,28,0,13,0,0,13,0,42,0,0
120091,1,1,0,0,0,0,0,27,0,0,0,0
120092,0,1,28,28,28,28,28,28,28,28,28,28
120092,1,1,0,0,0,0,0,0,0,0,0,0
120093,1,1,6,6,6,6,6,6,6,6,6,6
120093,2,1,0,0,0,0,0,0,0,0,0,0
120094,1,1,0,0,0,0,0,0,0,0,0,0
120094,2,1,0,0,0,0,0,0,0,0,0,0
120095,1,1,0,0,0,0,0,0,0,0,0,0
120095,2,1,0,0,0,0,0,0,0,13,0,0
120096,0,1,0,0,0,0,0,0,0,0,0,0
120096,0,2,0,0,0,0,0,0,0,0,0,0
120096,1,1,0,0,0,0,0,0,0,0,0,0
120096,2,1,0,0,0,0,0,0,0,0,0,0
120097,1,1,12,0,21,0,0,12,0,0,0,20
120097,2,1,30,30,30,30,30,30,30,30,30,30
120098,0,1,30,30,30,30,30,30,30,30,30,30
120098,1,1,0,0,0,0,3,0,0,0,0,0
120099,1,1,0,0,0,0,0,0,0,0,0,0
120099,2,1,0,0,0,0,0,0,0,0,0,0
120100,1,1,16,12,27,34,16,9,0,14,18,23
120101,1,1,0,0,0,0,0,0,0,0,0,0
120101,2,1,18,0,0,0,0,0,0,0,0,0
120102,1,1,0,0,0,0,0,7,18,0,0,0
120102,2,1,0,0,0,16,0,0,0,0,20,0
120103,1,1,19,19,19,19,19,19,19,19,19,19
120104,1,1,0,0,0,0,0,0,0,0,0,0
120104,2,1,0,0,0,13,0,0,0,4,0,17
120105,1,1,0,0,0,0,0,0,0,0,0,0
120105,2,1,0,0,0,0,0,0,0,0,0,0
120106,1,1,13,0,0,48,0,3,28,0,13,0
120107,0,1,20,20,20,20,20,20,20,20,20,20
120107,1,1,0,0,0,0,0,0,0,0,0,0
120108,0,1,0,0,0,0,0,0,0,0,0,0
120108,1,1,0,0,0,0,0,0,0,0,0,0
120108,2,1,0,0,0,0,0,0,0,0,0,0
120109,1,1,0,0,0,0,0,0,0,0,0,0
120109,2,1,0,0,0,0,0,0,0,0,0,0
120110,1,1,0,0,0,0,0,0,0,0,0,0
120110,2,1,0,0,0,0,0,0,0,0,0,0
120110,3,1,0,0,0,0,0,0,0,0,0,0
120111,1,1,0,0,0,0,0,0,0,0,0,0
120111,2,1,0,0,0,0,0,0,0,0,0,0
120112,1,1,14,14,14,14,14,14,14,14,14,14
120113,0,1,0,0,0,0,0,0,0,0,0,0
120113,0,2,0,0,24,0,0,0,0,0,0,0
120113,1,1,0,0,16,0,0,0,0,0,0,0
120113,2,1,0,0,0,0,0,0,0,0,0,0
120114,1,1,0,0,0,0,0,0,0,0,0,0
120114,2,1,0,21,17,0,0,0,0,12,0,0
120115,1,1,0,0,0,0,0,0,0,0,18,0
120117,1,1,2,2,2,2,2,2,2,2,2,2
120117,2,1,0,0,0,0,0,0,0,0,0,0
120118,1,1,0,15,0,0,0,0,0,0,0,0
120119,1,1,26,26,26,26,26,26,26,26,26,26
120120,1,1,0,0,0,0,0,0,0,0,0,0
120120,2,1,0,0,0,0,0,0,0,0,0,0
120121,1,1,5,5,5,5,5,5,5,5,5,5
120122,1,1,0,0,0,0,0,0,0,0,0,0
120123,1,1,0,0,19,0,0,0,0,0,0,0
120123,2,1,0,0,0,0,0,0,0,0,0,0
120124,1,1,22,22,22,22,22,22,22,22,22,22
120125,0,1,0,0,0,0,0,0,0,0,0,0
120125,1,1,0,0,0,0,0,0,0,0,0,0
120126,1,1,0,0,0,0,0,0,0,0,11,0
120126,2,1,0,0,0,0,0,0,0,0,0,0
120127,1,1,0,0,0,0,0,0,0,0,0,0
120127,2,1,0,0,0,0,0,0,0,0,0,0
120128,1,1,0,0,0,0,0,0,0,0,0,0
120129,1,1,0,0,6,0,0,0,0,0,11,7
120129,2,1,26,0,0,19,0,0,0,0,0,27
120130,1,1,25,25,25,25,25,25,25,25,25,25
120131,1,1,0,0,0,0,0,0,0,0,0,0
120131,2,1,0,11,0,0,14,0,32,9,0,0
120131,3,1,0,0,0,0,0,0,0,0,0,0
120132,1,1,0,0,0,0,0,0,0,0,0,0
120132,2,1,0,0,0,0,26,0,0,5,0,0
120134,0,1,0,0,0,0,18,0,0,0,0,40
120134,1,1,0,0,0,0,0,0,0,0,0,0
120135,0,1,0,0,0,31,0,0,0,0,0,0
120135,1,1,0,0,0,0,0,0,0,0,0,0
120136,1,1,0,0,0,0,0,0,0,0,0,0
120136,2,1,0,0,0,0,0,0,0,0,0,0
120137,0,1,11,0,0,0,0,39,22,17,20,0
120137,1,1,0,0,0,0,20,0,0,7,0,0
120138,0,1,0,0,0,0,0,0,0,0,0,0
120138,1,1,0,0,0,19,11,4,5,0,9,18
120139,1,1,0,0,0,0,0,0,0,0,0,0
120139,2,1,0,0,0,0,0,0,0,0,0,0
120140,1,1,0,0,0,0,0,0,0,0,0,0
120140,2,1,0,0,0,0,0,0,0,0,0,0
120141,1,1,0,0,0,0,0,0,0,0,0,0
120141,2,1,7,7,7,7,7,7,7,7,7,7
120142,1,1,0,0,0,0,0,0,0,0,0,0
120142,2,1,0,0,0,0,0,0,0,0,3,0
120143,1,1,39,39,39,39,39,39,39,39,39,39
120144,0,1,0,0,0,0,0,0,0,0,0,0
120144,1,1,0,0,0,0,0,0,0,0,0,0
120145,0,1,29,29,29,29,29,29,29,29,29,29
120145,1,1,0,0,0,0,0,0,0,0,3,0
120146,0,1,20,0,12,0,0,0,0,0,0,0
120146,1,1,0,0,0,0,0,0,0,32,0,0
120147,0,1,0,0,0,0,0,0,0,0,0,0
120147,1,1,0,0,0,0,0,0,0,0,0,0
120148,0,1,0,0,0,0,0,0,31,0,0,0
120148,1,1,2,0,0,0,0,0,0,0,0,0
120149,1,1,0,0,0,0,0,0,0,0,0,0
120149,2,1,23,0,0,0,6,19,0,0,0,0
120150,0,1,0,0,0,0,0,0,0,0,0,0
120150,1,1,0,0,0,0,0,0,13,0,0,0
120151,1,1,9,9,9,9,9,9,9,9,9,9
120151,2,1,0,0,0,0,0,0,0,0,0,0
120151,3,1,0,0,0,0,0,0,0,0,0,0
120152,1,1,0,0,0,0,0,0,0,0,0,0
120152,2,1,0,0,0,0,0,0,0,0,0,0
120153,1,1,0,0,0,0,0,0,0,0,0,0
120154,0,1,16,16,16,16,16,16,16,16,16,16
120154,1,1,9,9,9,9,9,9,9,9,9,9
120155,1,1,0,0,0,0,0,0,0,0,0,0
120155,2,1,0,0,0,0,0,0,0,0,0,0
120157,1,1,0,0,0,0,0,0,35,0,0,0
120157,2,1,0,0,0,0,0,0,0,0,0,0
120158,1,1,0,0,21,0,0,0,0,0,0,27
120158,2,1,0,0,0,0,0,0,0,0,0,0
120159,1,1,0,0,0,0,0,0,0,0,0,0
120159,2,1,0,0,0,0,0,0,0,0,0,0
120160,1,1,0,0,0,0,0,0,0,0,0,0
120160,2,1,23,23,23,23,23,23,23,23,23,23
120161,0,1,22,22,22,22,22,22,22,22,22,22
120161,1,1,28,28,28,28,28,28,28,28,28,28
120162,1,1,0,0,0,0,0,0,0,0,0,0
120162,2,1,0,0,0,0,0,0,0,0,0,0
120163,1,1,0,0,0,0,0,0,0,0,0,0
120164,1,1,0,0,0,0,0,0,12,0,0,15
120164,2,1,7,7,7,7,7,7,7,7,7,7
120165,1,1,0,19,6,0,12,14,0,13,13,0
120165,2,1,0,0,9,0,0,0,0,0,0,0
120166,1,1,0,0,0,0,0,0,0,0,0,0
120167,1,1,12,12,12,12,12,12,12,12,12,12
120168,1,1,1,1,1,1,1,1,1,1,1,1
120169,1,1,7,7,7,7,7,7,7,7,7,7
120170,1,1,0,0,0,0,0,0,0,0,0,0
120171,1,1,10,10,10,10,10,10,10,10,10,10
120171,2,1,0,0,0,0,0,0,0,0,0,0
120172,1,1,17,0,0,0,0,0,15,0,0,0
120172,2,1,0,0,0,0,0,0,0,0,0,0
120174,0,1,12,0,0,0,0,0,0,0,0,0
120174,1,1,0,0,39,0,0,0,12,0,0,0
120175,0,1,0,26,37,0,24,24,0,0,15,0
120175,1,1,0,0,6,9,0,0,0,0,0,0
120176,0,1,0,0,0,0,0,0,0,0,0,0
120176,1,1,0,0,0,0,0,0,0,0,0,0
120177,0,1,13,0,23,0,0,0,0,0,0,0
120177,0,2,0,0,0,0,0,0,0,0,0,0
120177,1,1,18,0,0,0,28,0,9,0,0,0
120178,1,1,14,14,14,14,14,14,14,14,14,14
120179,1,1,0,0,0,0,0,0,0,0,0,0
120180,1,1,0,0,0,0,0,0,0,0,0,0
120180,2,1,0,0,0,0,0,0,0,0,0,0
120181,1,1,0,0,0,0,0,0,0,0,0,0
120181,2,1,0,0,0,0,0,0,0,0,0,0
120182,0,1,0,0,0,0,0,0,0,0,0,0
120182,1,1,25,25,25,25,25,25,25,25,25,25
120183,1,1,20,20,20,20,20,20,20,20,20,20
120184,1,1,0,0,0,0,0,0,0,0,0,0
120185,1,1,13,13,13,13,13,13,13,13,13,13
120186,1,1,6,6,6,6,6,6,6,6,6,6
120187,1,1,20,20,20,20,20,20,20,20,20,20
120188,1,1,0,0,0,0,0,0,0,18,0,0
120188,2,1,0,0,0,18,0,0,0,0,0,35
120189,1,1,25,25,25,25,25,25,25,25,25,25
120190,1,1,0,0,0,0,0,0,0,0,0,0
120190,2,1,0,0,0,0,0,0,0,0,0,0
120191,1,1,0,0,25,0,0,0,0,0,0,0
120192,0,1,0,0,0,0,0,0,0,0,0,0
120192,1,1,0,0,0,0,0,0,0,0,0,0
120192,2,1,0,0,0,0,0,0,0,0,0,0
120193,1,1,18,18,18,18,18,18,18,18,18,18
120193,2,1,0,0,0,0,0,0,0,0,0,0
120194,1,1,0,0,0,0,0,0,0,0,0,0
120195,0,1,7,7,7,7,7,7,7,7,7,7
120195,1,1,0,0,0,0,0,0,0,0,0,30
120196,0,1,6,35,0,0,0,0,0,21,0,0
120196,0,2,0,0,0,0,0,0,0,0,0,0
