,Text,location,status
1448,RT @AmyMek: Hillary says she would most like to emulate Merkel if elected President. Germany is UNDER SIEGE by Muslim Invaders! https://t.c,"Fort Mohave, AZ",pos
1449,RT @CorrectRecord: .@PolitiFact rated the claim that @HillaryClinton is for open borders as False. https://t.co/GRbjElu380 #TrumpLies,The Resistance,neu
1450,RT @CollierClark1: @RedNationRising @HillaryClinton another one of her lies.  Hillary has NEVER told the truth about anything #CompleteLiar,"Phoenix, AZ",neg
1451,I @SenateMajLdr @SpeakerRyan @GOP @clairecmc @HillaryClinton @NancyPelosi @SenWarren @SenFeinstein @SenatorReid @timkaine FUCKED YOU ALL ,"Golden, CO",neg
1452,"@HillaryClinton @billclinton let ur middle east ppl to that, what have any of U ever done for our poorest ppl, you lie to them, and it hurts","Pennsylvania, USA",neg
1453,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","Texas, USA",neu
1454,@HillaryClinton @FoxNews @realDonaldTrump @KellyannePolls @maddow @fox although they can't recognize the truth https://t.co/anodSaNOn0,RI,neg
1455,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh","Vlaanderen, Keteldorp",neu
1456,RT @marbs50: @HillaryClinton @billclinton  what did Monica give him this year?,NW Missouri sticks,neg
1457,@Bikers4Trump @HillaryClinton @billclinton - no signature from me for a rapist.,United States,neg
1458,RT @JordanChariton: .@HillaryClintons Ethics Problems Are Worse Than She Understands https://t.co/GpkpAoXYNK,"Yakima, Washington ",neg
1459,"@TheLastWord Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song https://t.co/Nb1VWVFWi3",USA,neu
1460,@TJMitchJohnson @BillKristol He is a @HillaryClinton serogate,@ realS.r.Dollar@gmail.com ,neu
1461,'Cause it didn't happen! Yet ONE more lie from @HillaryClinton @realDonaldTrump #HesWithUs #MAGA #TrumpPence16  https://t.co/n3t5XtFCKG,"Florida, USA",neg
1462,"RT @KavaRob: @FoxNews @realDonaldTrump @HillaryClinton Speaking in Dimondale Michigan, total population 1,234. African American population","Maastricht, The Netherlands",neu
1463,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh",Nigeria,neu
1464,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. https://t.co/9viq3gYXrt",TEXAS,neg
1465,@HillaryClinton trump says hc only sees Af. Americans as votes..point out to them that he only started beggin 4 their support once he's down,san diego ,pos
1466,@fransbeen Evidence says the Reagan started developing Alzheimer's in his first term. @HillaryClinton @thinkprogress,Red State Hell,neg
1467,"RT @PsychicDogTalk3: Go home

#ISIS #MarkFoley #Orlando #gunFreeZone #Pulse #BernieOrBust #2a #guns #gunSense #Trump2016

@HillaryClinton h",Indianapolis ,neg
1468,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q",Oklahoma,pos
1469,.@ABC .@HillaryClinton says if #POTUS she won't take money for her #Carpetbagger #ClintonFoundation 1st YOU CAN'T &amp; 2nd U have made enough!,Illinois,neu
1470,@FoxNews @HillaryClinton Get her @realDonaldTrump https://t.co/QoAutGDNQA,"Omaha, NE",neu
1471,RT @FoxBusiness: .@HillaryClinton camp's response: https://t.co/KEBdYTG3nh,Mississipppi Gulf Coast,neu
1472,@GPsait @FoxNews @HillaryClinton How am i lying?,Trump Tower,neg
1473,RT @JewhadiTM: Judge rules .@HillaryClinton must answer written questions from Judicial Watch about her private email server https://t.co/f,FELL OFF THE BIG BROWN TRUCK,neu
1474,RT @ThereIsaidso: #WorldHumanitarianDay   thanks @HillaryClinton https://t.co/5T4vPHFre2,   ,neg
1475,RT @AlwayanAmerican: Two of @HillaryClinton handlers are also guilty of crimes and leaked U.S. Secrets ENOUGH! we need @realDonaldTrump htt,"Denville, NJ",neg
1476,@HillaryClinton  &gt;  Legacy  -  Death  Destruction  &amp; Terrorism!!,"Arizona, USA",neg
1477,RT @ednamessick: Indeed! The Blacks... https://t.co/1cPkdxYM6R,"Michigan, USA",neg
1478,RT @mericangirlz: .@HillaryClinton will work so hard for the American People. Like 3 days a month #HillarysHealth #WheresHillary https://t.,United States,pos
1479,"@HillaryClinton  Oh please, it will get funneled into your account and you get the credit for help you never gave. U &amp; Trump=peas in pod",see,pos
1480,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q","San Tan Valley, AZ",pos
1481,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.",Lakecity MN,neu
1482,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q","Florida, USA",pos
1483,"@realDonaldTrump We Are Done With ""The Message"" -America @maddow @samsteinhp @chrislhayes @elizabethforma @HillaryClinton #inners #maddow",PurpleTexas,neg
1484,RT @sean_p_thomas: On these streets with @Phillyfreezer &amp; Phillys finest getting the word out for @HillaryClinton. #ProudToBePA https://t.,"Pennsylvania, USA",neg
1485,@dagiye @HillaryClinton HER  ADVISOR....A RAPIST https://t.co/yU0E0wDOsl,"Oklahoma City, OK",neg
1486,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","Waxhaw, NC",neu
1487,"@realDonaldTrump Will win! No way enough people will vote for @HillaryClinton Everyone here in FL, I run into says voting for Trump!",USA,neu
1488,RT @LanceTruPatriot: #NeverHillary @HillaryClinton Colin Powell Made Me Do It! What Difference Does It Make Now? Soros Made Me Do It! https,"Iowa, USA",neu
1489,RT @Justpalmaa: @realDonaldTrump's Poll count is so low it's almost like he deleted them like @HillaryClinton deleted those emails. #Electi,"Corona, CA",neu
1490,It's a sad day when @realDonaldTrump visits Louisiana flood area before @potus &amp; @HillaryClinton wtf is wrong with these 2 idiots?!," Springs, CO",neg
1491,With a @HillaryClinton this is all we can expect more Obama lawlessness we need Law &amp; Order we need @realDonaldTrump https://t.co/4PvSg1Afb4,Georgia/Florida  ,neu
1492,RT @obamascrewingus: Hillary supporters please select why you are voting for @HillaryClinton https://t.co/vlYdQWGUu5,Pennsylvania,pos
1493,"How Much Aid Is The @HillaryClinton Foundation Distributing To Louisiana Flood Victims?

@CNN @MSNBC @FoxNews @realDonaldTrump","California, USA",neg
1494,RT @AlwayanAmerican: Only a crook like @HillaryClinton would donate to her own fake foundation for Tax breaks..... vote @realDonaldTrump ht,"Denville, NJ",neg
1495,"RT @Discoveringme40: Judge orders @HillaryClinton to answer questions from @JudicialWatch in email probe lawsuit
KUDOS JW
#NeverHillary",United States,pos
1496,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:","Tennessee, USA",pos
1497,RT @Crowdpac: Data shows 1/3 of Obama '12 donors are not backing @HillaryClinton! Read the story here: https://t.co/JmelZmPT29 https://t.co,  ASHDOD ISRAEL,neu
1498,"RT @raranas79julian: @BreitbartNews @Theresa_Cali @cnn Because @HillaryClinton was  found out again on one of her many million lies. LIES,","California, USA",neg
1499,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q","Florida, USA",pos
1500,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" https://t.co/XTCI1RbsWV",New Mexico,neg
1501,If ISIS had a vote it would be for @HillaryClinton,"Arkansas, USA",neg
1502,@FoxNews @HillaryClinton He really does have small hands,"Ilfracombe, England",neu
1503,The now Michigan Trump Speech best ever in my opinion.A lot of Energy and Fire. Jobs for Unemployed American https://t.co/fgy2Fx9Lrb,America.,neg
1504,Damn right. https://t.co/3tdmgc2JmW,"New Mexico, USA",neg
1505,"RT @seanhannity: .@newtgingrich: ""How cold does @HillaryClinton have to be to be able to look a grieving mother in the face &amp; lie to her...","Deltona, FL",neg
1506,"@TheGOPReport @HillaryClinton Trump's leads w/actions. Has a Bill on the floor, raised $5M for Vets &amp;  shows up to help flood affected area.","Sagamore Hills, Ohio",pos
1507,"RT @USAneedsTRUMP: @HillaryClinton you care about Louisiana flood victims as much as you did Haiti, not at all! https://t.co/1VQ9y8iiMB",??????,pos
1508,"RT @Johnatsrs1949:  @HillaryClinton ""Champion For Women""

Except For This RAPED 12 Year Old Girl

Scumbag For President? No Thanks.
. http","Harford County, Maryland",neg
1509,"@DeborahJGlick @Plantflowes @HillaryClinton &amp; waste tax $$$ with years of investigations, but ignore their evil #BUSHdid911 #LooseChange911","San Francisco, CA",neg
1510,"RT @HillaryStockton: Retweeted Hillary Clinton (@HillaryClinton):

Donald Trump wants to eliminate the estate tax. Doing so could save... h","Stockton, CA",neu
1511,@realDonaldTrump @POTUS bill's CORRUPT Foundation MUST RETURN CORRUPTED donations orGIVE IT ALL 2 American Red Cross! @HillaryClinton @greta,"Elmont, New York",neg
1512,RT @AlwayanAmerican: With a @HillaryClinton this is all we can expect more Obama lawlessness we need Law &amp; Order we need @realDonaldTrump h,Georgia/Florida  ,neu
1513,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" https://t.co/XTCI1RbsWV",All Over The World,neg
1514,@HillaryClinton Spicy Boi,kicking out immigrants soon,neu
1515,"@HillaryClinton just a reminder. 
Happy b day @billclinton  @MonicaLewinsky prolly still help you out at 70 fam. https://t.co/FdevRgQg5o",on my way,pos
1516,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q",#GRID,pos
1517,RT @alaskantexanQCT: #blamecolinpowell He told @HillaryClinton to leave the American's to die in #Benghazi!,USA #Trump2016 #ImWithYou ,neg
1518,@leeleemandimanz @BarackObama @HillaryClinton a vote for Clinton is a vote against indigenous freedom.. she is the epitome of Wau LIAR,Tsalagi Gawonihisdi Nation SC,neg
1519,@TheBriefing2016 @HillaryClinton and hillary is brilliasnt for putting national security at risk with her emails.  You people are stupid.,United States,neg
1520,@TheTrumpFound @FoxNews @HillaryClinton Trump has a legacy of being a loser. Worthless business man worthless human,"Portland, OR",neg
1521,"RT @MidAtlantcWoman: No surprise that Hillary Clinton @HillaryClinton blames the Black Guy for her unprecedented private home server.
ROFL.",https://medium.com/@wallybert,pos
1522,"@machadooficial @TexDem16 @HillaryClinton @Hillary_esp We are proud of you, Babes.",Nigeria,pos
1523,"@FoxNews @HillaryClinton 

You're legacy on #Scamming people from their life savings with fake University &amp; Hotels

#RepublicansForHillary","Arizona, USA",neg
1524,@pleaseriseup816 @mcuban @HillaryClinton No I gave it to your sister another fine young lady in my life.,"Golden, CO",neg
1525,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" https://t.co/XTCI1RbsWV","Scottsdale, AZ",neg
1526,RT @sean_p_thomas: On these streets with @Phillyfreezer &amp; Phillys finest getting the word out for @HillaryClinton. #ProudToBePA https://t.,"Florida, USA",neg
1527,@PogueMoran @USARebelSway @HillaryClinton @POTUS you're slow told you don't own a gun. You're providing my point.,beech island,neg
1528,"RT @AmyMek: Hillary is hiding her illness @HillaryClinton hasnt held a press conference in 257 days! #Sick

#ThursdayThoughts https://t.",VETS AND LEO'S WELLCOME,neg
1529,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" https://t.co/XTCI1RbsWV","Texas, USA",neg
1530,"#HillaryClinton Gave ~$1ML to #Charity-
NO SlushFund Called #ClintonFoundation Undr Investig
#women #Dems #Black #NY https://t.co/73uYCwjlCJ",USA,neu
1531,"RT @TrishIntel: .@realDonaldTrump :""The rise of ISIS is the direct result of policy decisions made by @POTUS and @HillaryClinton""",Texas,neg
1532,RT @FoxBusiness: #Orlando survivor: I am very upset the shooter's father was at the @HillaryClinton rally. https://t.co/dzW3QJRjvI,USA,neu
1533,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","California, USA",neu
1534,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh","Madrid, Comunidad de Madrid",neu
1535,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q",All Over The World,pos
1536,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:","wysox,pa",pos
1537,@stephenclark #imwithher @HillaryClinton #freezerMom supports hillary! hell she would make a better @POTUS than the dark lord or #killary,Perpetual Travler ,pos
1538,"RT @Snitfit: Hey @HillaryClinton, don't ya just hate it when reality &amp; truth bites you in the ass? https://t.co/8BiP1yHEsG","Florida, USA ",pos
1539,@HillaryClinton You are the absolute last person in the world that should be accusing anybody of any wrong doing you're a liar  and  murder,"Minnesota, USA",neg
1540,"RT @HillaryStockton: Retweeted Hillary Clinton (@HillaryClinton):

Priorities. https://t.co/kKrIXaYuub https://t.co/LJGbTx92bq https://t.co","Stockton, CA",neu
1541,"RT @VABVOX: I've gotten several emails from @HillaryClinton's campaign requesting help for #LouisianaFlood. 
No fundraising for her. Just L","s. pasadena,ca",pos
1542,yet has NO REAL POLICY'S TO HELP ANYONE EXCEPT THE TOP @HillaryClinton better call in 4 backup cuz he's pushing lies https://t.co/Tj4entAQ8C,"Houston, TX",pos
1543,@FoxNews @HillaryClinton is the defender of the corrupt and hires #corruptdebbie after her mission was complete at #CorruptDNC #Bernie,Midcoast Maine,pos
1544,"RT @FoxNews: .@HillaryClinton: ""@HillaryClinton is the defender of the status quo."" https://t.co/oT4y0NwT8q","Yakima, WA",pos
1545,"RT @Latinos4Bernie: Read it carefully: ""if @HillaryClinton [is] elected president ..."" If not, business as usual. https://t.co/FvqbG6d5df","Houston, TX",neu
1546,"RT @Hillary2016Pres: ""Every child deserves the chance to live up to his or her God-given potential."" @HillaryClinton #GOPdebate https://t.c","East Village, New York, NY",pos
1547,RT @nickconfessore: Wait this is a tweetstorm with 83 tweets?  https://t.co/WchOXvHcpW,"Massachusetts, USA",neg
1548,RT @MattWalshBlog: Interesting excuse. Next time I get a speeding ticket I'll tell the cop that Colin Powell told me to speed. https://t.co,"Butler, PA",neg
1549,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.","California, USA",neu
1550,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh","Ohio, USA",neu
1551,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https","Florida, USA ",neu
1552,RT @KevinDarryl: THANK YOU BAKARI SELLERS! @Bakari_Sellers https://t.co/dFUBB5VK4l @HillaryClinton,"Pennsylvania, USA",neg
1553,"@HillaryClinton 
Who is Hillary exactly doing business with under the tables? Why is she not checked while lining pockets &amp; selling weapons?","California, USA",neg
