@relation mytest

@attribute age {<=33,<=49&>33,<=87&>49}
@attribute job {blue-collar,entrepreneur,management,technician,self-employed,admin.,student,services,unemployed,housemaid,retired,unknown}
@attribute marital {single,married,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance {Very-Low,Low,Medium,High}
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,feb,jun,aug,jul,sep,apr,jan,nov,mar,oct,dec}
@attribute campaign numeric
@attribute poutcome {unknown,success,failure,other}
@attribute y {no,yes}

@data
<=49&>33,technician,married,secondary,no,Low,no,no,telephone,jan,3,unknown,no
<=49&>33,management,married,unknown,no,Low,yes,no,telephone,may,7,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,other,no
<=49&>33,blue-collar,divorced,unknown,no,Low,yes,no,cellular,may,5,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,yes,no,unknown,may,6,unknown,no
<=49&>33,blue-collar,married,primary,yes,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,no,yes,cellular,may,11,other,no
<=49&>33,self-employed,married,secondary,no,Low,yes,yes,unknown,may,3,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,cellular,may,3,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,cellular,aug,2,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,jan,2,unknown,no
<=49&>33,technician,single,tertiary,no,Low,yes,no,cellular,jun,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,may,5,failure,no
<=49&>33,services,married,secondary,no,Low,yes,no,telephone,apr,4,unknown,no
<=49&>33,admin.,divorced,secondary,no,Low,no,no,cellular,feb,3,unknown,no
<=49&>33,management,single,secondary,no,Low,yes,no,unknown,may,11,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,1,failure,no
<=49&>33,entrepreneur,married,primary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,technician,single,secondary,yes,Low,no,no,unknown,jun,2,unknown,no
<=49&>33,unemployed,single,secondary,no,Low,no,no,cellular,nov,2,unknown,no
<=49&>33,housemaid,married,primary,no,Low,yes,no,telephone,jul,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,may,2,other,no
<=49&>33,entrepreneur,married,primary,no,Low,yes,yes,cellular,nov,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,apr,3,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,yes,cellular,jul,1,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,unknown,single,unknown,no,Low,no,no,telephone,jan,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,management,married,secondary,no,Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,cellular,jul,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,jun,2,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,nov,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,aug,4,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,no,no,cellular,nov,2,unknown,no
<=49&>33,admin.,divorced,secondary,no,Low,yes,no,cellular,apr,3,failure,no
<=49&>33,services,single,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,self-employed,married,secondary,no,Low,yes,no,unknown,may,5,unknown,no
<=49&>33,unemployed,single,tertiary,no,Low,no,no,cellular,aug,1,unknown,no
<=49&>33,admin.,single,primary,no,Low,yes,yes,cellular,may,4,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,jun,3,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,no,no,unknown,jun,2,unknown,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,cellular,feb,2,other,no
<=49&>33,technician,married,unknown,no,Low,yes,no,cellular,nov,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,jul,3,unknown,no
<=49&>33,admin.,single,tertiary,no,Low,no,yes,cellular,apr,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,aug,6,unknown,no
<=49&>33,blue-collar,married,unknown,no,Low,no,no,unknown,jun,7,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,apr,6,unknown,no
<=49&>33,admin.,married,tertiary,no,Low,yes,no,cellular,jul,7,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,8,unknown,no
<=49&>33,admin.,single,secondary,no,Low,yes,no,unknown,may,5,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,yes,unknown,jul,3,unknown,no
<=49&>33,self-employed,single,tertiary,no,Low,no,no,cellular,sep,2,other,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,7,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,jun,2,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,unknown,jun,1,unknown,no
<=49&>33,management,married,secondary,no,Low,no,no,cellular,aug,7,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,jul,4,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,unknown,jun,2,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,unknown,jul,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,jun,3,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,jan,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,1,other,no
<=49&>33,technician,divorced,secondary,no,Low,yes,no,cellular,jul,3,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,cellular,apr,2,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,8,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,technician,divorced,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,aug,6,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,jan,1,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,yes,cellular,jul,5,unknown,no
<=49&>33,blue-collar,divorced,primary,no,Low,yes,no,unknown,may,7,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,self-employed,divorced,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,jun,1,unknown,no
<=49&>33,admin.,divorced,secondary,no,Low,no,no,unknown,jan,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,6,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,jun,5,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,aug,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,jul,3,unknown,no
<=49&>33,management,married,unknown,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,unknown,may,19,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,self-employed,divorced,tertiary,no,Low,yes,no,cellular,may,3,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,management,married,unknown,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,unemployed,single,tertiary,no,Low,no,no,cellular,feb,2,unknown,no
<=49&>33,housemaid,divorced,primary,no,Low,yes,no,cellular,nov,3,other,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,apr,1,failure,no
<=49&>33,services,divorced,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,unknown,married,unknown,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,blue-collar,divorced,primary,no,Low,no,no,cellular,feb,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,unknown,may,24,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,7,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,aug,4,unknown,no
<=49&>33,housemaid,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,no,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,jun,8,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,nov,1,unknown,no
<=49&>33,admin.,single,unknown,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,admin.,divorced,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,services,married,secondary,no,Low,no,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,divorced,secondary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,cellular,jul,2,unknown,no
<=49&>33,services,divorced,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,nov,1,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,yes,cellular,nov,1,failure,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,jun,6,unknown,no
<=49&>33,admin.,single,secondary,no,Low,no,yes,cellular,nov,1,failure,no
<=49&>33,technician,married,secondary,no,Low,yes,yes,unknown,may,5,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,may,1,failure,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,apr,3,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,cellular,jul,3,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,cellular,feb,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,yes,yes,cellular,may,1,failure,no
<=49&>33,technician,married,secondary,no,Low,no,yes,cellular,feb,2,other,no
<=49&>33,services,married,secondary,no,Low,no,yes,unknown,jul,4,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,technician,married,tertiary,no,Low,yes,no,cellular,jan,1,failure,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,cellular,jul,3,unknown,no
<=49&>33,self-employed,married,secondary,no,Low,no,no,cellular,aug,5,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,services,married,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=49&>33,management,married,secondary,no,Low,no,no,cellular,feb,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,jan,1,unknown,no
<=49&>33,management,single,tertiary,no,Low,yes,no,unknown,may,12,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,aug,4,unknown,no
<=49&>33,management,single,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,services,single,secondary,no,Low,yes,no,cellular,feb,10,failure,no
<=49&>33,services,married,secondary,no,Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,services,single,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,single,primary,no,Low,yes,no,unknown,may,17,unknown,no
<=49&>33,self-employed,married,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,yes,cellular,jul,2,failure,no
<=49&>33,services,married,primary,no,Low,no,no,unknown,may,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,yes,no,cellular,nov,2,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,admin.,single,secondary,no,Low,no,yes,cellular,jul,2,unknown,no
<=49&>33,admin.,single,secondary,no,Low,yes,no,cellular,apr,2,unknown,no
<=49&>33,technician,divorced,tertiary,no,Low,yes,no,cellular,jun,3,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,cellular,jul,9,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,telephone,aug,6,unknown,no
<=49&>33,housemaid,married,primary,no,Low,no,no,telephone,feb,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,admin.,divorced,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,blue-collar,married,unknown,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,single,tertiary,yes,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,services,single,secondary,no,Low,yes,yes,unknown,jun,2,unknown,no
<=49&>33,self-employed,married,unknown,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,unknown,no,Low,yes,no,cellular,may,9,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,jul,4,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,yes,unknown,jun,3,unknown,no
<=49&>33,unemployed,married,tertiary,no,Low,no,no,cellular,may,1,failure,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,apr,5,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,12,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,blue-collar,single,secondary,no,Low,yes,yes,unknown,may,3,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,management,single,secondary,no,Low,yes,no,unknown,may,6,unknown,no
<=49&>33,blue-collar,single,primary,no,Low,no,no,cellular,feb,1,failure,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,management,married,primary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,services,married,secondary,no,Low,no,no,cellular,jul,9,unknown,no
<=49&>33,housemaid,single,primary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,self-employed,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,unknown,may,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,cellular,apr,2,failure,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,cellular,nov,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,apr,1,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,success,no
<=49&>33,services,divorced,secondary,no,Low,yes,no,unknown,jun,5,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,unknown,may,8,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,no,no,telephone,oct,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,5,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,no,cellular,aug,10,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,self-employed,married,tertiary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,services,married,secondary,no,Low,no,yes,telephone,jul,1,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,services,married,secondary,no,Low,no,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,no,cellular,may,1,unknown,no
<=49&>33,retired,single,unknown,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,unknown,may,11,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,yes,unknown,jun,3,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,cellular,feb,2,unknown,no
<=49&>33,retired,single,tertiary,no,Low,no,no,cellular,jan,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,unknown,jun,6,unknown,no
<=49&>33,blue-collar,single,secondary,no,Low,no,no,cellular,may,2,unknown,no
<=49&>33,admin.,married,primary,no,Low,yes,no,cellular,may,3,unknown,no
<=49&>33,blue-collar,divorced,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,cellular,jul,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,yes,no,unknown,may,6,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,services,single,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,no,cellular,jul,5,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,apr,1,failure,no
<=49&>33,services,married,unknown,no,Low,yes,no,cellular,may,1,failure,no
<=49&>33,services,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,services,single,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,unknown,jun,3,unknown,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,apr,1,failure,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,blue-collar,divorced,secondary,no,Low,no,no,cellular,jul,13,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,nov,1,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,cellular,may,1,unknown,no
