"Y"_City,_Arkansas 34.735104 -94.073257
Fayetteville,_Tennessee 35.1520266 -86.5705508
Federal_Way,_Washington 47.3223221 -122.3126222
Federalsburg,_Maryland 38.6942809 -75.7721551
Fennimore,_Wisconsin 42.9835997 -90.6554041
Fergus_Falls,_Minnesota 46.2835212 -96.0777887
Fern_Creek,_Kentucky 38.15979 -85.5877362
Ferndale,_Maryland 39.1831637 -76.6402449
Ferndale,_Michigan 42.4605917 -83.1346478
Fernley,_Nevada 39.6079683 -119.2518349
Ferrellton,_Pennsylvania 40.1475762 -79.0405829
Ferriday,_Louisiana 31.6301664 -91.5545649
Fertile,_Minnesota 47.5360765 -96.2803328
Fickle,_Indiana 40.2588579 -86.678802
Fidelity,_Missouri 37.0681168 -94.3132763
Field,_Ontario 46.523533 -80.024271
Fieldon,_Illinois 39.1086589 -90.4984513
Fifield,_Wisconsin 45.8799113 -90.4195725
Filley,_Nebraska 40.2861111 -96.535297
Fillmore,_California 34.3991639 -118.918154
Fillmore,_Michigan 42.7211367 -86.0414264
Fincastle,_Ohio 38.9917346 -83.7146458
Findlay,_Ohio 41.04422 -83.6499321
Fine,_New_York 44.2476338 -75.1375776
Firesteel,_South_Dakota 45.4247065 -101.2851477
Fisher,_Washington 45.589841 -122.5037041
Fishers,_New_York 43.0086373 -77.4652255
Fishers_Landing,_New_York 44.2764357 -76.0080027
Fishkill,_New_York 41.5356492 -73.8990252
Fitchburg,_Massachusetts 42.5834228 -71.8022955
Fitzwilliam,_New_Hampshire 42.7806396 -72.141749
Five_Fingers,_New_Brunswick 47.513246 -67.367298
Flagstaff,_Arizona 35.1982836 -111.651302
Flasher,_North_Dakota 46.4561128 -101.2326433
Flatlands,_New_Brunswick 47.991338 -66.871598
Flemingsburg,_Kentucky 38.4222995 -83.7338076
Flint,_Michigan 43.0125274 -83.6874562
Flint_Hill,_Virginia 38.7625404 -78.1002333
Flomaton,_Alabama 31.000182 -87.260807
Floodwood,_Minnesota 46.9291095 -92.9196483
Flora,_Illinois 38.6689364 -88.4856042
Flora,_Mississippi 32.5431957 -90.3092574
Florala,_Alabama 31.00518 -86.3280018
Florence,_Alabama 34.79981 -87.677251
Florence,_Kansas 38.244462 -96.9280786
Florence,_Minnesota 44.2371877 -96.0519726
Florence,_Oregon 43.9826214 -124.0998409
Florence,_South_Carolina 34.1954331 -79.7625625
Florence,_Wisconsin 45.9224168 -88.2520047
Florence_Junction,_Arizona 33.253666 -111.3473496
Florenceville,_New_Brunswick 46.4458166 -67.6174347
Floresville,_Texas 29.1335781 -98.1561192
Florida_City,_Florida 25.4478898 -80.4792237
Florissant,_Missouri 38.789217 -90.322614
Floyd,_Iowa 43.1277502 -92.7363031
Floydada,_Texas 33.9845232 -101.3376574
Fluker,_Louisiana 30.8215722 -90.5109272
Foley,_Alabama 30.4065868 -87.6835974
Folkston,_Georgia 30.8305102 -82.0098375
Fond_du_Lac,_Wisconsin 43.7730448 -88.4470508
Footville,_Wisconsin 42.6708421 -89.2090036
Forbing,_Louisiana 32.3926552 -93.727401
Fords,_New_Jersey 40.5360104 -74.3152408
Fordyce,_Arkansas 33.8137161 -92.4129303
Fordyce,_Nebraska 42.6986102 -97.3622795
Forest,_Mississippi 32.3645888 -89.4742348
Forest,_Wisconsin 45.1366302 -92.2596325
Forest_Hill,_Texas 32.6720777 -97.2691812
Forest_Junction,_Wisconsin 44.21249 -88.1442689
Forest_Lake,_Minnesota 45.2788561 -92.9852183
Forest_Park,_Montana 47.1047341 -104.7582952
Forestdale,_Rhode_Island 41.9945426 -71.5633965
Forestville,_Maryland 38.8451131 -76.8749722
Forgan,_Oklahoma 36.9069704 -100.5393177
Forrest_City,_Arkansas 35.0081474 -90.7898342
Forsyth,_Georgia 33.0342974 -83.938242
Forsyth,_Illinois 39.9325368 -88.9511912
Forsyth,_Missouri 36.6850612 -93.1199012
Forsyth,_Montana 46.2630502 -106.6819793
Fort_Ann,_New_York 43.4142375 -73.4876124
Fort_Atkinson,_Wisconsin 42.9288944 -88.8370509
Fort_Benning,_Georgia 32.3523691 -84.9688191
Fort_Benton,_Montana 47.8344143 -110.6582699
Fort_Bragg,_California 39.445723 -123.8052935
Fort_Chiswell,_Virginia 36.9470648 -80.9414692
Fort_Collins,_Colorado 40.5852602 -105.084423
Fort_Davis,_Texas 30.5882111 -103.8946253
Fort_Dodge,_Iowa 42.4974694 -94.1680158
Fort_Fairfield,_Maine 46.7722294 -67.8339004
Fort_Frances,_Ontario 48.6099494 -93.3955282
Fort_Garland,_Colorado 37.4288973 -105.4338999
Fort_Gay,_West_Virginia 38.1161988 -82.5957118
Fort_Kent,_Maine 47.2586502 -68.589491
Fort_Knox,_Kentucky 37.8836637 -85.9652686
Fort_Lauderdale,_Florida 26.1224386 -80.1373174
Fort_Lee,_New_Jersey 40.8509333 -73.9701381
Fort_Littleton,_Pennsylvania 40.0626872 -77.9636513
Fort_Macleod,_Alberta 49.7216792 -113.4000408
Fort_Madison,_Iowa 40.6297634 -91.314535
Fort_Meade,_Maryland 39.1137602 -76.7267773
Fort_Meade,_South_Dakota 44.4096064 -103.4712531
Fort_Myers,_Florida 26.640628 -81.8723084
Fort_Payne,_Alabama 34.4442547 -85.7196893
Fort_Pierce,_Florida 27.4467056 -80.3256056
Fort_Sam_Houston,_Texas 29.4784703 -98.4334051
Fort_Scott,_Kansas 37.8397626 -94.7082951
Fort_Smith,_Arkansas 35.3859242 -94.3985475
Fort_Steele,_British_Columbia 49.615543 -115.630071
Fort_Stockton,_Texas 30.8940431 -102.8793222
Fort_Supply,_Oklahoma 36.5736459 -99.5723366
Fort_Thompson,_South_Dakota 44.068601 -99.4378846
Fort_Valley,_Georgia 32.5537585 -83.8874084
Fort_Walton_Beach,_Florida 30.4200708 -86.6170308
Fort_Washington,_Pennsylvania 40.1416782 -75.1926937
Fort_Wayne,_Indiana 41.079273 -85.1393513
Fort_Worth,_Texas 32.7554883 -97.3307658
Fortuna,_North_Dakota 48.9100315 -103.7793697
Fortune,_Newfoundland 47.0719834 -55.8272949
Fosters_Corner,_Maine 43.8036887 -70.4069972
Fostoria,_Ohio 41.156998 -83.4168702
Fountain_City,_Wisconsin 44.1319078 -91.7187627
Four_Corners,_Wyoming 44.0808006 -104.1360836
Fox,_Minnesota 48.8388694 -95.898885
Foxboro,_Massachusetts 42.0653768 -71.2478308
Frackville,_Pennsylvania 40.7839774 -76.2302211
Framingham_Center,_Massachusetts 42.2973176 -71.437006
Frankewing,_Tennessee 35.19258 -86.8511135
Frankfort,_Kentucky 38.2009055 -84.8732835
Frankfort,_Michigan 44.6336096 -86.2345396
Franklin,_Indiana 39.4806055 -86.0549863
Franklin,_Kansas 37.5244779 -94.7049592
Franklin,_North_Carolina 35.1823171 -83.3815429
Franklin,_Pennsylvania 41.3978358 -79.8314437
Franklin,_Tennessee 35.9250637 -86.8688899
Franklin,_Virginia 36.6776507 -76.9224608
Franklin,_West_Virginia 38.6428945 -79.3311531
Franklin,_Wisconsin 42.888627 -88.0384195
Franklin_Park,_Pennsylvania 40.5834009 -80.0878352
Franklinton,_Louisiana 30.8471283 -90.153141
Frederic,_Wisconsin 45.6591194 -92.4671434
Frederick,_Colorado 40.0991506 -104.9371993
Frederick,_Kansas 38.5133432 -98.2683947
Frederick,_Maryland 39.4142688 -77.4105409
Fredericksburg,_Texas 30.2752011 -98.8719843
Fredericksburg,_Virginia 38.3031837 -77.4605399
Fredericktown,_Missouri 37.5597754 -90.2940069
Fredericton,_New_Brunswick 45.9635895 -66.6431151
Fredonia,_Arizona 36.945542 -112.5265889
Fredonia,_Kansas 37.5339386 -95.8266483
Freedom,_Wyoming 42.9825783 -111.0437503
Freedom_Plains,_New_York 41.6706364 -73.8296577
Freeman,_South_Dakota 43.3524871 -97.4372863
Freeport,_Illinois 42.2966861 -89.6212271
Freeport,_Texas 28.9541368 -95.3596617
Freer,_Texas 27.8827965 -98.6177929
Fremont,_California 37.5482697 -121.9885719
Fremont,_Nebraska 41.4333909 -96.4981467
Fremont,_Ohio 41.3503303 -83.1218634
Fremont,_Wisconsin 44.2597027 -88.8648344
Fresno,_California 36.7468422 -119.7725868
Frisco,_Colorado 39.5744309 -106.0975203
Froelich,_Iowa 43.0066511 -91.3218011
Frontenac,_Kansas 37.4556049 -94.689127
Fruit_Hill,_Ohio 39.0756169 -84.3643835
Fruitland,_Idaho 44.0076639 -116.9165461
Fruitland,_Missouri 37.446667 -89.64
Fryeburg,_Maine 44.0164329 -70.9806357
Ft._Sumner,_New_Mexico 34.4717332 -104.2455304
Fulton,_Kentucky 36.5042277 -88.8742259
Fulton,_Mississippi 34.2739933 -88.4092133
Fulton,_New_York 43.3228462 -76.4171585
Furnace_Branch,_Maryland 39.2595498 -77.4082378
Gadsden,_Alabama 34.014264 -86.0066386
Gaines,_New_York 43.2850583 -78.2152993
Gainesville,_Florida 29.6516344 -82.3248262
Gainesville,_Georgia 34.2978794 -83.8240663
Gainesville,_Missouri 36.6031184 -92.428217
Gainesville,_Texas 33.6259414 -97.1333453
Galena,_Kansas 37.0758952 -94.6396714
Galesburg,_Illinois 40.9478158 -90.3712395
Galesville,_Wisconsin 44.0816282 -91.3490376
Gallatin,_Missouri 39.9144513 -93.9621669
Gallipolis,_Ohio 38.809803 -82.2023691
Gallup,_New_Mexico 35.5280783 -108.7425843
Galveston,_Texas 29.3013479 -94.7976958
Ganado,_Arizona 35.7114022 -109.5420492
Gander,_Newfoundland 48.954408 -54.6103488
Gannvalley,_South_Dakota 44.0327059 -98.9879382
Gap,_Pennsylvania 39.987325 -76.0205073
Garden_City,_Kansas 37.9716898 -100.8726618
Garden_City,_Utah 41.946878 -111.3935397
Garland,_Wyoming 44.7796741 -108.6604043
Garner,_Iowa 43.1023343 -93.6020858
Garner,_North_Carolina 35.7112642 -78.6141709
Garnett,_Kansas 38.2805772 -95.2419192
Garrison,_Minnesota 46.2944038 -93.8269216
Garrison,_Montana 46.5232622 -112.81171
Garvin,_Minnesota 44.2144045 -95.755848
Gary,_Indiana 41.5933696 -87.3464271
Gaspereau_Forks,_New_Brunswick 46.238128 -65.856412
Gastonia,_North_Carolina 35.262082 -81.1873005
Gates,_New_York 43.1501288 -77.6965819
Gatesville,_Texas 31.4351645 -97.743911
Gateway,_Arkansas 36.490349 -93.931866
Gatlinburg,_Tennessee 35.714259 -83.5101638
Gaviota,_California 34.4716558 -120.2148716
Gaylesville,_Alabama 34.268426 -85.5569057
Gaylord,_Michigan 45.0275126 -84.6747523
Gaylord,_Minnesota 44.5544276 -94.2208132
Geary,_Oklahoma 35.6311594 -98.3172854
Geistown,_Pennsylvania 40.2928794 -78.8750644
Geneva,_New_York 42.8679836 -76.985557
Gentryville,_Indiana 38.1042183 -87.0330532
George,_Washington 38.9071923 -77.0368707
George_West,_Texas 28.3325002 -98.1175054
Georges_Mills,_New_Hampshire 43.4312675 -72.0673139
Georgetown,_Delaware 38.6901134 -75.3854728
Georgetown,_Kentucky 38.2097967 -84.5588311
Georgetown,_Mississippi 31.8715484 -90.1645303
Georgetown,_South_Carolina 33.376834 -79.2944964
Gera,_Michigan 43.387246 -83.738576
Gering,_Nebraska 41.8263619 -103.6577616
Gettysburg,_Pennsylvania 39.8309293 -77.2310955
Giddings,_Texas 30.1827159 -96.936371
Gila_Bend,_Arizona 32.9478236 -112.7168305
Gilbert's_Corner,_Virginia 38.970196 -77.624252
Gilbert,_Oregon 45.4945989 -122.5336522
Gillett,_Wisconsin 44.8899914 -88.3073234
Gillette,_Wyoming 44.2910915 -105.5022205
Gilman,_Illinois 40.7667015 -87.992262
Gilman,_Wisconsin 45.1666382 -90.8076338
Gilmanton,_Wisconsin 44.4695725 -91.6765674
Gilmer,_Texas 32.7287472 -94.9424379
Gilmore,_Arkansas 35.4117514 -90.2784305
Gilroy,_California 37.0057816 -121.5682751
Girard,_Kansas 37.5111596 -94.8380215
Glace_Bay,_Nova_Scotia 46.1969191 -59.9570044
Gladstone,_Michigan 45.8527435 -87.0218049
Glasgow,_Kentucky 36.9958839 -85.9119215
Glasgow,_Montana 48.1969637 -106.6367127
Glastonbury,_Connecticut 41.6861794 -72.5450779
Glen,_New_Hampshire 44.1100686 -71.1825719
Glen_Burnie,_Maryland 39.1626084 -76.6246886
Glen_Ullin,_North_Dakota 46.8150051 -101.829877
Glenbrook,_Nevada 39.0899589 -119.9378368
Glencoe,_Kentucky 38.7145093 -84.8227255
Glencoe,_Minnesota 44.7690437 -94.1517524
Glencoe,_Oklahoma 36.2286641 -96.925591
Glendale,_Arizona 33.5386523 -112.1859866
Glendale,_California 34.1425078 -118.255075
Glenholme,_Nova_Scotia 45.4132734 -63.5412434
Glenmont,_New_York 42.6052 -73.7698945
Glenns,_Virginia 37.5656966 -76.6127322
Glens_Falls,_New_York 43.3095164 -73.6440058
Glenwood,_Iowa 41.0469437 -95.7425056
Glenwood,_Minnesota 45.6502392 -95.3900419
Glenwood_City,_Wisconsin 45.0585747 -92.1724075
Glenwood_Springs,_Colorado 39.5505376 -107.3247762
Globe,_Arizona 33.3942223 -110.7864984
Gloucester,_Massachusetts 42.6159285 -70.6619888
Gloucester_City,_New_Jersey 39.8917799 -75.1162863
Glyndon,_Minnesota 46.8772557 -96.5788187
Gold_River,_British_Columbia 49.7781637 -126.0496149
Golden,_British_Columbia 51.2961188 -116.9631367
Golden_Valley,_Minnesota 44.9917149 -93.3600034
Goldfield,_Iowa 42.7349711 -93.9149462
Goldsboro,_North_Carolina 35.3848841 -77.9927651
Goldsby,_Oklahoma 35.141179 -97.4769773
Goldthwaite,_Texas 31.4498855 -98.5708763
Goliad,_Texas 28.6683252 -97.3883265
Gomez_Peak,_Texas 31.0259727 -104.0718574
Gonic,_New_Hampshire 43.2745261 -70.9781184
Goobles,_Newfoundland 47.940413 -53.961877
Goodenow,_Illinois 41.3914234 -87.6367079
Gooding,_Idaho 42.9387917 -114.7131081
Goodland,_Kansas 39.350833 -101.7101722
Goodlettsville,_Tennessee 36.3231066 -86.7133302
Goodrich,_Wisconsin 45.1494108 -90.0856927
Gordon_Lake,_Wisconsin 46.2730622 -91.533406
Gordonsburg,_Tennessee 35.567829 -87.420006
Gordonsville,_Virginia 38.1373577 -78.187781
Gorham,_Illinois 37.718384 -89.4859292
Gorham,_Maine 43.6795314 -70.4442252
Gorham,_New_Hampshire 44.3877921 -71.1731236
Goshen,_Connecticut 41.8315187 -73.2248946
Goshen,_Indiana 41.5822716 -85.8344383
Goshen,_Oregon 43.995556 -123.010278
Gotham,_Wisconsin 43.2233214 -90.2915132
Gouverneur,_New_York 44.3367281 -75.462993
Gowanda,_New_York 42.4631167 -78.935868
Graafschap,_Michigan 42.701309 -86.1354621
Graceville,_Minnesota 45.5688411 -96.4337288
Gracewood,_Georgia 32.4847399 -83.8263221
Grafton,_Wisconsin 43.3197265 -87.9534226
Grainfield,_Kansas 39.1136186 -100.4651386
Grampian,_Pennsylvania 40.9658931 -78.6130821
Granada,_Colorado 38.0638981 -102.3104673
Granby,_Colorado 40.086097 -105.9394597
Granby,_Connecticut 41.9540614 -72.7887705
Granby,_Missouri 36.9192323 -94.2552167
Grand_Canyon,_Arizona 36.0544445 -112.1401108
Grand_Coulee,_Washington 47.9391662 -119.0120921
Grand_Falls,_New_Brunswick 47.0479934 -67.7399015
Grand_Falls-Windsor,_Newfoundland 48.9276687 -55.6575025
Grand_Forks,_North_Dakota 47.9252568 -97.0328547
Grand_Haven,_Michigan 43.0630734 -86.2283864
Grand_Island,_Nebraska 40.9263957 -98.3420118
Grand_Junction,_Colorado 39.0638705 -108.5506486
Grand_Junction,_Tennessee 35.0489781 -89.1870119
Grand_Marais,_Michigan 46.671789 -85.9841234
Grand_Mound,_Washington 46.8100078 -123.0142396
Grand_Portage,_Minnesota 47.963776 -89.6848121
Grand_Rapids,_Michigan 42.9633599 -85.6680863
Grand_Rapids,_Minnesota 47.2371658 -93.5302142
Grandview,_Illinois 39.816439 -89.6187102
Grandview,_Iowa 41.2758617 -91.1884837
Grandville,_Michigan 42.9097484 -85.7630885
Granger,_Iowa 41.7610984 -93.8243923
Granger,_Wyoming 41.5935669 -109.9687582
Grangeville,_Idaho 45.926552 -116.1223654
Granite,_Colorado 39.0436045 -106.2633553
Granite_Falls,_Minnesota 44.8099575 -95.5455752
Grant,_Nebraska 40.842962 -101.7251929
Grantham,_New_Hampshire 43.5225457 -72.1534606
Grants_Pass,_Oregon 42.4390069 -123.3283925
Grantsburg,_Wisconsin 45.7763419 -92.6827041
Grantville,_Kansas 39.0844676 -95.562358
Granville,_Ohio 40.0681192 -82.5196037
Grapevine,_Texas 32.9342919 -97.0780654
Grass_Range,_Montana 47.0260843 -108.8045896
Grass_Valley,_California 39.2190608 -121.0610606
Gratroit,_Wisconsin 42.5788935 -90.0226244
Gravel_Hill,_Indiana 40.6283279 -79.143075
Grawn,_Michigan 44.6634149 -85.6923204
Gray,_Maine 43.885632 -70.3317195
Gray_Summit,_Missouri 38.489775 -90.8168008
Grayling,_Michigan 44.6614039 -84.7147512
Grayson,_Kentucky 38.3325812 -82.9485023
Great_Barrington,_Massachusetts 42.1959798 -73.362008
Great_Bend,_Kansas 38.3644567 -98.7648073
Great_Falls,_Montana 47.4941836 -111.2833449
Greece,_New_York 43.2097837 -77.6930602
Greeley,_Colorado 40.4233142 -104.7091322
Greeleyville,_South_Carolina 33.5809988 -79.9889654
Green,_Oregon 43.1603939 -123.3678491
Green_Bay,_Wisconsin 44.519159 -88.019826
Green_Cove_Springs,_Florida 29.9919085 -81.6781467
Green_Lake,_Wisconsin 43.8441481 -88.9601133
Green_River,_Utah 38.9955607 -110.1596352
Greenbelt,_Maryland 39.0045544 -76.8755282
Greenbush,_Minnesota 48.7005324 -96.1816816
Greencastle,_Pennsylvania 39.790371 -77.7277714
Greeneville,_Tennessee 36.1631574 -82.8309861
Greenfield,_Massachusetts 42.587915 -72.5994104
Greenfield,_Wisconsin 42.9614039 -88.0125865
Greensboro,_North_Carolina 36.0726354 -79.7919754
Greensburg,_Indiana 39.3372722 -85.483581
Greensburg,_Kansas 37.6027963 -99.2926131
Greensburg,_Pennsylvania 40.3014581 -79.5389289
Greenville,_Alabama 31.8295972 -86.6177517
Greenville,_Michigan 43.1775314 -85.2527987
Greenville,_Mississippi 33.399661 -91.0377029
Greenville,_North_Carolina 35.612661 -77.3663538
Greenville,_Rhode_Island 41.8712103 -71.5520069
Greenville,_South_Carolina 34.8526176 -82.3940104
Greenville,_Texas 33.1384488 -96.1108066
Greenwood,_Arkansas 35.2156489 -94.2557663
Greenwood,_Mississippi 33.5162315 -90.1795281
Greenwood,_South_Carolina 34.1954001 -82.1617883
Greenwood_Springs,_Mississippi 33.887054 -88.3089272
Gregory,_South_Dakota 43.2322227 -99.4303833
Gregory,_Texas 27.9222444 -97.2899915
Grenada,_Mississippi 33.7690049 -89.8084192
Greybull,_Wyoming 44.4891239 -108.0562132
Greystone,_North_Carolina 35.7159183 -77.9603019
Griffin,_Georgia 33.2467807 -84.2640904
Grimes,_Iowa 41.6883646 -93.7925199
Groton,_South_Dakota 45.4474588 -98.0987093
Grove,_Oklahoma 36.5936863 -94.7691186
Grove_City,_Minnesota 45.1493224 -94.6805418
Grove_City,_Ohio 39.8814519 -83.0929644
Grove_Hill,_Alabama 31.7087681 -87.7772218
Groveport,_Ohio 39.8532057 -82.888276
Groveton,_New_Hampshire 44.5986652 -71.511195
Groveton,_Texas 31.0549071 -95.1257691
Guasti,_California 34.0650112 -117.5864414
Guilford,_Maine 45.1689375 -69.3844783
Guin,_Alabama 33.9656594 -87.9147494
Gulfport,_Mississippi 30.3674198 -89.0928155
Gum_Spring,_Virginia 37.7757002 -77.8966621
Gunnison,_Colorado 38.5458246 -106.9253207
Gunnison,_Utah 39.1552391 -111.8182582
Guntersville,_Alabama 34.3581473 -86.2947041
Guthrie,_Arizona 32.9461761 -109.2531243
Guthrie,_Kentucky 36.6483777 -87.1663917
Guthrie,_Oklahoma 35.878937 -97.4253185
Guthrie,_Texas 33.6206613 -100.3228034
Guymon,_Oklahoma 36.6828041 -101.4815493
Hager_City,_Wisconsin 44.6016343 -92.5382464
Hagerstown,_Maryland 39.6417629 -77.7199932
Haigler,_Nebraska 40.0138799 -101.9393485
Haines_City,_Florida 28.1141841 -81.6178536
Half_Moon_Bay,_California 37.4635519 -122.4285862
Halford,_Kansas 39.3730602 -100.8698729
Halifax,_Nova_Scotia 44.6488625 -63.5753196
Hallelujah_Junction,_California 39.7751158 -120.0386167
Hallock,_Minnesota 48.7744263 -96.946447
Halltown,_Missouri 37.193385 -93.6254785
Halstad,_Minnesota 47.351181 -96.826226
Hamburg,_Arkansas 33.2281757 -91.7976285
Hamburg,_Iowa 40.6044458 -95.6577711
Hamburg,_New_York 42.7158927 -78.8294768
Hamburg,_Pennsylvania 40.5556484 -75.9818772
Hamden,_Connecticut 41.3838782 -72.9026064
Hamer,_Idaho 43.9271309 -112.2060903
Hamilton,_Alabama 34.1423235 -87.9886438
Hamilton,_Missouri 39.7436184 -93.9982743
Hamilton,_North_Dakota 48.8086008 -97.4528586
Hamilton,_Texas 31.7037655 -98.1239231
Hamlet,_Indiana 41.3781614 -86.5829699
Hamlin,_Iowa 41.6648173 -94.9078352
Hamlin,_Maine 47.065878 -67.7939057
Hammett,_Idaho 42.9457307 -115.4661859
Hammond,_Indiana 41.5833688 -87.5000412
Hammond,_Louisiana 30.5043583 -90.4611995
Hammond,_Wisconsin 44.978855 -92.4357486
Hampden,_Maine 44.7445421 -68.8370436
Hampstead,_Maryland 39.6048253 -76.8499774
Hampton,_Arkansas 33.537892 -92.4698762
Hampton,_Iowa 42.7425009 -93.2103402
Hampton,_Virginia 37.0298687 -76.3452218
Hampton_Falls,_New_Hampshire 42.9162234 -70.863811
Hancock,_Maryland 39.6989809 -78.1797293
Hancock,_New_Hampshire 42.9782657 -71.975699
Hancock,_New_York 41.9539754 -75.2804502
Hancock_Houghton,_Michigan 47.1268714 -88.5809563
Hanksville,_Utah 38.3730379 -110.7140391
Hanna,_Alberta 51.6440582 -111.92872
Hannibal,_Missouri 39.7083789 -91.3584816
Hannibal,_New_York 43.3211788 -76.5788338
Hanover,_New_Hampshire 43.7022451 -72.2895526
Hansonville,_Virginia 36.823996 -82.1462451
Harbor_City,_California 33.7906551 -118.2965084
Harbour_Breton,_Newfoundland 47.4774987 -55.8258748
Harcourt,_New_Brunswick 46.469917 -65.245744
Hardeeville,_South_Carolina 32.2871413 -81.0806665
Hardin,_Kentucky 36.7647773 -88.2953134
Hardwick,_Vermont 44.5416243 -72.3486803
Hardy,_Arkansas 36.3158994 -91.4826388
Harlan,_Iowa 41.653044 -95.3255541
Harlowton,_Montana 46.435512 -109.8343499
Harmony,_California 35.5085836 -121.0226879
Harned,_Kentucky 37.7517261 -86.4135881
Harper,_Kansas 37.2866863 -98.0258945
Harper_Woods,_Michigan 42.4330924 -82.9240833
Harpersville,_Alabama 33.3439995 -86.4380357
Harriman,_New_York 41.308427 -74.1445899
Harrington,_Delaware 38.9237244 -75.5777033
Harrington,_Maine 44.6193327 -67.8109953
Harrington,_Washington 47.4809872 -118.2544187
Harrisburg,_Arkansas 35.5642471 -90.7167786
Harrisburg,_Illinois 37.7383812 -88.540607
Harrisburg,_Ohio 39.8095063 -83.1710229
Harrisburg,_Pennsylvania 40.2731911 -76.8867008
Harrison,_Arkansas 36.2297936 -93.1076765
Harrison,_Michigan 44.0191862 -84.7994675
Harrison,_Nebraska 42.6871883 -103.8827115
Harrisonburg,_Virginia 38.4495688 -78.8689155
Harrisonville,_Missouri 38.6533445 -94.3488372
Harristown,_Illinois 39.8539279 -89.0839704
Harrisville,_Michigan 44.6564022 -83.2946891
Hartford,_Connecticut 41.7637111 -72.6850932
Hartland,_Michigan 42.6568196 -83.754382
Hartland,_New_Brunswick 46.3012659 -67.5218462
Hartsel,_Colorado 39.0216594 -105.7958419
Harvey,_Michigan 46.4946573 -87.3543071
Harvey,_North_Dakota 47.769723 -99.935404
Harviell,_Missouri 36.6647951 -90.4726278
Hassman,_Minnesota 46.6018996 -93.6130216
Hastings,_Michigan 42.6458682 -85.2908403
Hastings,_Minnesota 44.7443293 -92.8513706
Hastings,_Nebraska 40.5862583 -98.3898726
Hatch,_New_Mexico 32.6653572 -107.1530744
Hattiesburg,_Mississippi 31.3271189 -89.2903392
Havana,_Illinois 40.3000428 -90.0609506
Havana,_Kansas 37.091735 -95.9419271
Haverhill,_Massachusetts 42.7762015 -71.0772796
Haverhill,_New_Hampshire 44.0345102 -72.0639781
Havertown,_Pennsylvania 39.9763656 -75.3149796
Havre,_Montana 48.549999 -109.6840887
Hawesville,_Kentucky 37.9000554 -86.754988
Hawkesbury,_Ontario 45.6071264 -74.604189
Hawley,_Colorado 37.9827869 -103.711061
Hawthorne,_Nevada 38.5246441 -118.624578
Hay_Springs,_Nebraska 42.6838618 -102.6899007
